,MSZoning,LotArea,Street,Has_Alley,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,GrLivArea,BedroomAbvGr,GarageCars,SaleCondition,has_fence,pool,SalePrice
1366,RL,9179,1,0,1Fam,2Story,good,average,1999,Ex,1790,3,2,Abnorml,0,0,193000
1367,RM,2665,1,0,TwnhsE,2Story,average,average,1977,Ex,1475,4,1,Normal,0,0,127000
1368,RM,4435,1,0,TwnhsE,1Story,average,average,2003,Ex,848,1,2,Normal,0,0,144000
1369,RL,10635,1,0,1Fam,1Story,good,average,2003,Ex,1668,3,2,Normal,0,0,232000
1370,RL,5400,1,0,1Fam,1.5Fin,average,average,1920,Ex,1374,2,1,Normal,0,0,105000
1371,RL,9600,1,0,1Fam,SLvl,average,average,1955,Gd,1661,3,1,Normal,1,0,165500
1372,RL,9750,1,0,1Fam,2Story,good,average,1998,Ex,2097,3,2,Normal,0,0,274300
1373,RL,11400,1,0,1Fam,1Story,good,average,2001,Ex,2633,2,3,Normal,0,0,466500
1374,FV,10625,1,0,1Fam,2Story,good,average,2005,Ex,1958,3,3,Normal,0,0,250000
1375,RL,10991,1,0,1Fam,1Story,good,average,2007,Ex,1571,3,3,Partial,0,0,239000
1376,RL,6292,1,0,1Fam,1Story,average,average,1930,TA,790,2,1,Normal,0,0,91000
1377,RL,10998,1,1,1Fam,1.5Fin,average,average,1941,Ex,1604,3,2,Normal,0,0,117000
1378,RM,1953,1,0,Twnhs,2Story,average,average,1973,TA,987,2,1,Normal,0,0,83000
1379,RL,9735,1,0,1Fam,SLvl,average,average,2006,Gd,1394,3,2,Normal,0,0,167500
1380,RL,8212,1,1,1Fam,1Story,bad,bad,1914,TA,864,2,1,Normal,0,0,58500
1381,RL,12925,1,0,1Fam,1Story,average,good,1970,Ex,2117,4,2,Normal,0,0,237500
1382,RM,7200,1,0,1Fam,2Story,good,good,1920,Ex,1762,4,2,Normal,0,0,157000
1383,RL,25339,1,0,1Fam,1Story,average,good,1918,Ex,1416,3,2,Normal,0,0,112000
1384,RL,9060,1,0,1Fam,1.5Fin,average,average,1939,TA,1258,2,1,Normal,1,0,105000
1385,RM,5436,1,0,1Fam,1.5Fin,average,good,1922,Gd,1154,3,1,Normal,1,0,125500
1386,RL,16692,1,0,1Fam,2Story,good,average,1978,TA,2784,5,2,Normal,1,1,250000
1387,RM,8520,1,1,1Fam,1.5Fin,average,good,1916,TA,2526,5,1,Family,1,0,136000
1388,RL,14892,1,0,1Fam,1Story,good,average,2006,Ex,1746,3,3,Normal,0,0,377500
1389,RM,6000,1,0,1Fam,1.5Fin,average,average,1941,Ex,1218,3,2,Normal,0,0,131000
1390,RL,9100,1,0,1Fam,1Story,good,average,2000,Ex,1525,3,2,Normal,0,0,235000
1391,RL,8944,1,0,Duplex,1Story,average,average,1967,TA,1584,4,3,Normal,0,0,124000
1392,RL,7838,1,0,1Fam,SFoyer,average,average,1967,TA,900,3,1,Normal,1,0,123000
1393,RM,10800,1,1,2fmCon,1.5Fin,average,good,1905,Ex,1912,3,2,Normal,0,0,163000
1394,RL,4045,1,0,TwnhsE,1Story,good,average,2006,Ex,1500,2,3,Partial,0,0,246578
1395,RL,12665,1,0,1Fam,2Story,good,average,2005,Ex,2482,4,3,Normal,0,0,281213
1396,RL,57200,1,0,1Fam,1Story,average,average,1948,TA,1687,3,2,Normal,0,0,160000
1397,RM,6120,1,0,1Fam,2Story,average,good,1920,Ex,1513,4,1,Normal,0,0,137500
1398,RL,7200,1,0,1Fam,1.5Fin,average,average,1950,Gd,1904,3,1,Normal,1,0,138000
1399,RL,6171,1,0,1Fam,1.5Fin,average,average,1925,Ex,1608,3,1,Normal,1,0,137450
1400,RM,6000,1,0,1Fam,1.5Fin,average,good,1929,TA,1158,3,1,Normal,0,0,120000
1401,RL,7415,1,0,1Fam,2Story,average,average,2004,Ex,1593,3,2,Normal,0,0,193000
1402,RL,6762,1,0,1Fam,1Story,good,average,2006,Ex,1294,2,2,Partial,0,0,193879
1403,RL,15256,1,0,1Fam,1Story,good,average,2007,Ex,1464,3,3,Normal,0,0,282922
1404,RL,10410,1,1,1Fam,1.5Fin,bad,average,1915,TA,1214,3,3,Family,1,0,105000
1405,RM,3842,1,0,TwnhsE,1Story,good,average,2004,Ex,1646,2,2,Normal,0,0,275000
1406,RL,8445,1,0,1Fam,SFoyer,average,good,1972,TA,768,2,2,Normal,1,0,133000
1407,RL,8780,1,0,1Fam,1Story,average,average,1985,Ex,833,3,0,Normal,1,0,112000
1408,RM,7740,1,0,1Fam,2Story,average,good,1910,Gd,1363,3,2,Normal,0,0,125500
1409,RL,20544,1,0,1Fam,2Story,good,average,1986,Gd,2093,3,2,Normal,1,0,215000
1410,RL,12420,1,0,1Fam,2Story,good,average,2001,Ex,1840,3,2,Normal,0,0,230000
1411,RL,9600,1,0,1Fam,1.5Fin,average,good,1950,Ex,1668,3,1,Normal,1,0,140000
1412,RL,7200,1,0,Duplex,1Story,average,average,1949,Fa,1040,2,2,Normal,0,0,90000
1413,RL,10994,1,0,1Fam,1Story,good,average,2005,Ex,1844,2,2,Abnorml,0,0,257000
1414,RL,13053,1,1,1Fam,1.5Fin,average,good,1923,Gd,1848,4,2,Normal,0,0,207000
1415,RL,3635,1,0,TwnhsE,1Story,good,average,2007,Ex,1569,1,3,Normal,0,0,175900
1416,RM,11340,1,0,2fmCon,2Story,average,average,1885,Gd,2290,4,2,Normal,0,0,122500
1417,RL,16545,1,0,1Fam,2Story,good,average,1998,Ex,2450,3,3,Normal,0,0,340000
1418,RL,9204,1,0,1Fam,1Story,average,average,1963,TA,1144,3,1,Normal,0,0,124000
1419,RL,16381,1,0,1Fam,1Story,average,average,1969,Gd,1844,3,2,Normal,0,0,223000
1420,RL,11700,1,0,1Fam,2Story,average,average,1968,Gd,1416,3,2,Normal,0,0,179900
1421,RL,4043,1,0,TwnhsE,1Story,average,average,1977,TA,1069,2,2,Normal,0,0,127500
1422,RM,4435,1,0,TwnhsE,1Story,average,average,2003,Ex,848,1,2,Normal,0,0,136500
1423,RL,19690,1,0,1Fam,SLvl,average,good,1966,TA,2201,4,2,Alloca,1,1,274970
1424,RL,9503,1,0,1Fam,1Story,average,average,1958,TA,1344,2,1,Normal,1,0,144000
1425,RL,10721,1,0,1Fam,1Story,average,average,1959,Ex,1252,3,2,Normal,0,0,142000
1426,RL,10944,1,0,1Fam,2Story,good,average,1994,Ex,2127,3,2,Normal,0,0,271000
1427,RL,10930,1,1,1Fam,1.5Fin,average,average,1945,TA,1558,3,1,Normal,0,0,140000
1428,RM,7200,1,0,1Fam,1Story,average,good,1940,TA,804,2,1,Abnorml,1,0,119000
1429,RL,12546,1,0,1Fam,1Story,average,good,1981,Ex,1440,3,2,Normal,0,0,182900
1430,RL,21930,1,0,1Fam,2Story,average,average,2005,Ex,1838,4,2,Normal,0,0,192140
1431,RL,4928,1,0,TwnhsE,1Story,average,average,1976,TA,958,2,2,Normal,0,0,143750
1432,RL,10800,1,1,1Fam,1Story,average,average,1927,TA,968,4,1,Normal,0,0,64500
1433,RL,10261,1,0,1Fam,2Story,average,average,2000,Ex,1792,3,2,Normal,0,0,186500
1434,RL,17400,1,0,1Fam,1Story,average,average,1977,Fa,1126,3,2,Normal,0,0,160000
1435,RL,8400,1,0,1Fam,1Story,average,good,1962,TA,1537,3,2,Abnorml,1,0,174000
1436,RL,9000,1,0,1Fam,1Story,average,average,1971,TA,864,3,2,Normal,1,0,120500
1437,RL,12444,1,0,1Fam,1Story,good,average,2008,Ex,1932,2,3,Partial,0,0,394617
1438,RM,7407,1,0,1Fam,1Story,average,good,1957,TA,1236,2,2,Normal,1,0,149700
1439,RL,11584,1,0,1Fam,SLvl,good,average,1979,TA,1725,3,2,Normal,0,0,197000
1440,RL,11526,1,0,1Fam,2.5Fin,average,good,1922,Fa,2555,3,2,Normal,0,0,191000
1441,RM,4426,1,0,TwnhsE,1Story,average,average,2004,Ex,848,1,2,Normal,0,0,149300
1442,FV,11003,1,0,1Fam,2Story,good,average,2008,Ex,2007,3,3,Normal,0,0,310000
1443,RL,8854,1,0,1Fam,1.5Unf,average,average,1916,Fa,952,2,1,Normal,0,0,121000
1444,RL,8500,1,0,1Fam,1Story,good,average,2004,Ex,1422,3,2,Normal,0,0,179600
1445,RL,8400,1,0,1Fam,SFoyer,average,average,1966,Gd,913,3,1,Normal,0,0,129000
1446,RL,26142,1,0,1Fam,1Story,average,good,1962,TA,1188,3,1,Normal,0,0,157900
1447,RL,10000,1,0,1Fam,2Story,good,average,1995,Ex,2090,3,2,Normal,0,0,240000
1448,RL,11767,1,0,1Fam,2Story,average,good,1910,Gd,1346,2,1,Normal,1,0,112000
1449,RM,1533,1,0,Twnhs,SFoyer,average,good,1970,Ex,630,1,0,Abnorml,0,0,92000
1450,RL,9000,1,0,Duplex,2Story,average,average,1974,TA,1792,4,0,Normal,0,0,136000
1451,RL,9262,1,0,1Fam,1Story,good,average,2008,Ex,1578,3,3,Partial,0,0,287090
1452,RM,3675,1,0,TwnhsE,SLvl,average,average,2005,Gd,1072,2,2,Normal,0,0,145000
1453,RL,17217,1,0,1Fam,1Story,average,average,2006,Ex,1140,3,0,Abnorml,0,0,84500
1454,FV,7500,1,1,1Fam,1Story,good,average,2004,Ex,1221,2,2,Normal,0,0,185000
1455,RL,7917,1,0,1Fam,2Story,average,average,1999,Ex,1647,3,2,Normal,0,0,175000
1456,RL,13175,1,0,1Fam,1Story,average,average,1978,TA,2073,3,2,Normal,1,0,210000
1457,RL,9042,1,0,1Fam,2Story,good,good,1941,Ex,2340,4,1,Normal,1,0,266500
1458,RL,9717,1,0,1Fam,1Story,average,average,1950,Gd,1078,2,1,Normal,0,0,142125
1459,RL,9937,1,0,1Fam,1Story,average,average,1965,Gd,1256,3,1,Normal,0,0,147500
